Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
DURING JULY 2016 TO SEPTEMBER, 2016",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,LIMITED,Islands,,,on own-account basis or on a fee or contract basis,,,
141,ALPEN CAPITAL INDIA PVT LTD,Channel Islands,Alpen Capital Corporation Limited,MUMBAI,Activities auxiliary to financial service activities n.e.c.,16.50,0.25,
142,OPPO ELECTRONICS (KERALA) PRIVATE LIMITE,China,Wang Yong,CHENNAI,"Wholesale of telephone, mobile phone and communications equipment and parts",20.00,0.30,
143,COSLIGHT INDIA TELECOM PVT LTD,China,HARBIN COSLIGHT STORAGE BATTERY CO. LTD,NEW DELHI,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese",19.87,0.30,
144,COSLIGHT INDIA TELECOM PVT LTD,China,HARBIN COSLIGHT STORAGE BATTERY CO LTD,NEW DELHI,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese",20.29,0.30,
145,CHANGZHENG BMR REFRIGERATION TECHNOLOGY,China,"Changzhou Changzheng Evaporator Co, Ltd",MUMBAI,"Manufacture of domestic electric appliances such as refrigerators,
washing machines, vacuum cleaners,",17.17,0.26,
146,YLM TUBE SOLUTIONS AND SERVICES PVT LTD,China,Profit Dimension Corporation,MUMBAI,Repair of other equipment,4.50,0.07,
147,AOTAI ELECTRIC INDIA PVT LTD,China,Shandong Aotai Electric Co. Ltd.,MUMBAI,Manufacture of other electrical equipment,12.80,0.19,
148,TOPBAND INDIA PVT LTD,China,SHENZHEN TOPBAND CO LTD,MUMBAI,Manufacture of electric lighting equipment,64.00,0.95,
149,TOPBAND INDIA PVT LTD,China,SHENZHEN TOPBAND NEW ENERGY CO LTD,MUMBAI,Manufacture of electric lighting equipment,0.00,0.00,
150,COSLIGHT INDIA TELECOM PVT LTD,China,HARBIN COSLIGHT STORAGE BATTERY CO. LTD.,NEW DELHI,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese",16.68,0.25,
